PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-2061,Construction Laborers,detailed,"7,890",7.2,4.031,0.58,28.12,"58,480",2.7,15.66,18.74,28.61,35.44,38.96,"32,570","38,980","59,500","73,710","81,040",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,370,24.2,0.187,0.58,28.23,"58,720",4.1,19.08,23.84,28.64,33.23,37.27,"39,690","49,600","59,560","69,110","77,520",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-2072,Pile-Driver Operators,detailed,50,27.4,0.028,1.17,33.79,"70,280",2.7,23.22,29.22,33.58,37.13,41.39,"48,300","60,780","69,840","77,230","86,100",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,"5,480",10.4,2.801,1.06,32.14,"66,850",1.8,22.01,27.75,33.20,37.09,40.00,"45,780","57,730","69,060","77,140","83,190",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-2081,Drywall and Ceiling Tile Installers,detailed,580,40.4,0.297,0.42,31.39,"65,280",4.8,22.18,27.02,32.93,36.46,38.58,"46,140","56,200","68,500","75,830","80,250",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-2082,Tapers,detailed,290,26.6,0.146,1.15,27.43,"57,050",7.2,16.61,20.45,29.01,34.82,37.72,"34,550","42,550","60,330","72,410","78,460",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-2111,Electricians,detailed,"6,520",12.2,3.335,0.74,37.17,"77,320",2.7,19.70,29.75,39.45,45.45,49.05,"40,980","61,890","82,060","94,540","102,010",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-2121,Glaziers,detailed,810,43.0,0.415,1.18,28.88,"60,080",14.0,15.59,17.38,26.14,40.99,48.33,"32,420","36,160","54,370","85,260","100,520",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,670,25.4,0.341,1.55,22.80,"47,420",8.7,14.88,16.94,20.56,25.13,30.37,"30,950","35,240","42,760","52,270","63,180",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-2132,"Insulation Workers, Mechanical",detailed,530,37.2,0.273,1.61,36.60,"76,130",10.6,18.04,24.29,42.28,46.68,49.39,"37,530","50,520","87,950","97,100","102,740",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-2141,"Painters, Construction and Maintenance",detailed,"3,040",4.5,1.556,0.99,24.97,"51,930",5.1,15.32,17.94,24.40,31.78,37.05,"31,860","37,320","50,760","66,100","77,060",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-2151,Pipelayers,detailed,470,13.6,0.243,0.92,30.34,"63,120",3.1,22.56,26.06,29.57,34.39,37.82,"46,920","54,210","61,500","71,530","78,660",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,"5,700",9.5,2.915,0.96,39.10,"81,320",3.5,21.96,29.62,41.00,47.32,52.23,"45,680","61,610","85,280","98,420","108,630",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-2161,Plasterers and Stucco Masons,detailed,220,38.4,0.111,0.65,39.75,"82,670",3.2,27.36,35.99,41.79,46.22,48.88,"56,900","74,850","86,920","96,140","101,670",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-2171,Reinforcing Iron and Rebar Workers,detailed,180,19.9,0.091,0.72,35.66,"74,170",4.3,30.87,32.56,35.38,38.21,44.28,"64,210","67,730","73,600","79,470","92,100",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-2181,Roofers,detailed,"1,260",26.9,0.642,0.72,27.78,"57,780",6.4,16.53,20.36,29.11,35.51,38.42,"34,370","42,360","60,560","73,850","79,910",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-2211,Sheet Metal Workers,detailed,"1,890",18.5,0.968,1.07,34.56,"71,880",4.2,17.26,23.64,38.89,45.16,48.53,"35,890","49,170","80,880","93,940","100,950",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-2221,Structural Iron and Steel Workers,detailed,560,34.4,0.287,0.54,33.68,"70,060",3.8,25.07,28.99,34.67,38.41,40.97,"52,150","60,300","72,100","79,900","85,220",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,140,42.2,0.074,0.44,28.45,"59,170",7.7,16.95,22.72,30.42,35.44,38.27,"35,260","47,260","63,280","73,720","79,600",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-3012,Helpers--Carpenters,detailed,530,14.2,0.269,1.18,18.03,"37,510",4.6,14.80,16.10,17.57,19.08,22.83,"30,780","33,490","36,550","39,680","47,490",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-3013,Helpers--Electricians,detailed,**,**,**,**,17.98,"37,390",4.8,10.77,13.84,17.68,21.80,24.72,"22,400","28,780","36,770","45,340","51,410",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,**,**,**,**,20.63,"42,910",3.5,15.18,17.18,19.50,22.34,32.10,"31,570","35,740","40,550","46,460","66,770",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,120,35.9,0.064,0.17,17.16,"35,680",3.7,12.85,14.87,16.85,18.82,23.25,"26,730","30,930","35,050","39,140","48,360",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-3019,"Helpers, Construction Trades, All Other",detailed,100,26.9,0.053,0.29,18.35,"38,170",10.3,9.92,15.58,17.61,19.76,28.38,"20,630","32,410","36,620","41,100","59,030",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-4011,Construction and Building Inspectors,detailed,780,6.0,0.397,0.55,34.40,"71,560",2.0,24.46,28.55,34.47,40.92,46.31,"50,880","59,390","71,690","85,110","96,320",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-4021,Elevator Installers and Repairers,detailed,440,34.0,0.227,1.23,45.84,"95,340",4.9,34.04,41.96,46.88,51.65,59.05,"70,800","87,280","97,510","107,430","122,810",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-4031,Fence Erectors,detailed,**,**,**,**,18.75,"39,010",2.7,13.54,15.27,18.06,21.96,25.29,"28,170","31,760","37,560","45,670","52,610",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-4041,Hazardous Materials Removal Workers,detailed,280,29.1,0.145,0.48,22.98,"47,800",7.5,15.02,17.42,21.15,24.84,36.21,"31,240","36,230","44,000","51,680","75,320",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-4051,Highway Maintenance Workers,detailed,"2,040",4.0,1.041,1.01,24.73,"51,440",1.0,19.06,22.30,25.29,28.02,30.28,"39,650","46,380","52,610","58,290","62,980",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,360,30.5,0.181,0.97,21.72,"45,170",10.8,11.93,16.29,22.99,27.50,29.72,"24,820","33,880","47,830","57,200","61,820",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-4090,Miscellaneous Construction and Related Workers,detailed,470,12.4,0.242,1.05,31.18,"64,860",4.8,19.08,25.00,32.57,37.43,40.88,"39,680","52,000","67,750","77,850","85,020",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-5021,"Earth Drillers, Except Oil and Gas",detailed,160,39.9,0.080,0.63,27.23,"56,640",6.7,18.99,21.86,26.62,31.04,37.85,"39,500","45,460","55,370","64,560","78,720",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",47-5049,"Mining Machine Operators, All Other",detailed,160,14.9,0.083,3.66,26.59,"55,300",8.8,17.89,20.96,25.34,33.24,37.43,"37,200","43,600","52,710","69,150","77,860",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-0000,"Installation, Maintenance, and Repair Occupations",major,"60,260",2.9,30.801,0.79,24.97,"51,940",1.0,14.30,18.08,23.87,30.43,37.85,"29,750","37,600","49,640","63,300","78,730",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,"4,660",6.1,2.381,0.73,33.85,"70,410",1.6,19.75,26.68,33.56,40.37,48.36,"41,080","55,490","69,790","83,970","100,600",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,"2,090",22.2,1.070,1.51,18.86,"39,230",3.1,10.97,13.23,17.33,23.76,29.49,"22,820","27,520","36,050","49,420","61,330",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,**,**,**,**,32.03,"66,630",3.9,25.22,28.38,32.57,36.42,38.89,"52,460","59,030","67,750","75,760","80,890",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,"2,100",21.2,1.072,0.67,29.57,"61,500",3.2,17.91,22.06,30.97,36.16,39.29,"37,250","45,890","64,420","75,220","81,730",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-2091,Avionics Technicians,detailed,160,9.4,0.082,0.63,26.96,"56,080",3.5,16.15,21.63,27.90,31.51,37.27,"33,600","44,980","58,040","65,540","77,530",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,450,36.7,0.231,2.11,20.18,"41,970",12.7,11.02,13.32,19.64,24.16,30.50,"22,910","27,710","40,850","50,260","63,440",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,**,**,**,**,29.75,"61,890",3.5,25.37,27.10,29.33,32.37,36.26,"52,770","56,360","61,000","67,330","75,420",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,790,11.3,0.404,0.98,30.77,"64,010",1.6,21.65,26.31,30.80,35.72,39.13,"45,030","54,720","64,070","74,310","81,390",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,180,16.1,0.091,0.57,42.47,"88,330",3.1,25.62,39.87,44.04,48.19,55.41,"53,290","82,930","91,610","100,230","115,260",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,140,37.7,0.073,0.97,20.09,"41,790",4.7,14.35,16.25,18.80,22.92,29.60,"29,850","33,800","39,110","47,680","61,570",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-2098,Security and Fire Alarm Systems Installers,detailed,"1,450",42.7,0.743,1.52,23.44,"48,760",2.0,15.79,17.64,21.87,28.83,34.82,"32,850","36,690","45,490","59,960","72,430",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-3011,Aircraft Mechanics and Service Technicians,detailed,"1,100",6.4,0.563,0.62,30.53,"63,510",4.1,17.70,22.63,28.98,38.49,46.74,"36,810","47,060","60,270","80,060","97,220",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-3021,Automotive Body and Related Repairers,detailed,"1,340",16.7,0.683,0.70,24.56,"51,080",8.6,14.46,16.59,20.99,29.68,41.59,"30,070","34,510","43,660","61,730","86,500",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-3022,Automotive Glass Installers and Repairers,detailed,**,**,**,**,20.06,"41,720",10.2,14.62,16.49,18.83,23.83,28.54,"30,400","34,290","39,160","49,570","59,360",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-3023,Automotive Service Technicians and Mechanics,detailed,"6,600",9.3,3.373,0.75,21.49,"44,690",4.0,12.77,16.24,20.28,24.76,31.25,"26,570","33,770","42,190","51,500","65,010",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,"4,310",7.4,2.205,1.20,26.09,"54,270",1.5,17.82,21.46,26.14,30.58,35.78,"37,070","44,650","54,380","63,600","74,420",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-3041,Farm Equipment Mechanics and Service Technicians,detailed,340,22.8,0.171,0.72,21.64,"45,010",4.5,14.80,17.63,21.28,24.69,30.40,"30,790","36,660","44,260","51,350","63,220",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,"1,730",12.9,0.886,0.91,28.75,"59,790",1.7,21.38,25.52,28.77,32.64,36.82,"44,480","53,080","59,850","67,890","76,590",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-3043,Rail Car Repairers,detailed,60,37.4,0.028,0.16,22.03,"45,820",4.9,16.80,19.15,21.66,24.26,28.67,"34,950","39,840","45,060","50,450","59,640",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-3051,Motorboat Mechanics and Service Technicians,detailed,250,41.3,0.130,0.85,22.95,"47,740",3.5,15.77,18.00,23.47,27.61,29.99,"32,790","37,450","48,810","57,430","62,380",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-3052,Motorcycle Mechanics,detailed,**,**,**,**,24.62,"51,220",8.7,16.26,18.83,26.37,29.35,31.09,"33,820","39,160","54,840","61,040","64,660",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,290,32.9,0.148,0.67,20.76,"43,170",5.3,11.93,17.01,20.79,24.34,29.23,"24,810","35,370","43,250","50,630","60,800",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-3092,Recreational Vehicle Service Technicians,detailed,**,**,**,**,19.41,"40,380",2.1,13.70,16.00,18.49,22.85,27.28,"28,490","33,270","38,470","47,530","56,740",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-3093,Tire Repairers and Changers,detailed,**,**,**,**,15.51,"32,250",4.9,10.57,11.93,14.44,17.24,19.65,"21,990","24,810","30,040","35,850","40,870",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-9011,Mechanical Door Repairers,detailed,320,23.1,0.162,1.04,23.99,"49,890",3.6,17.08,20.03,22.75,27.83,33.60,"35,520","41,670","47,310","57,900","69,890",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,380,34.9,0.195,0.55,34.43,"71,620",3.3,21.29,26.42,35.58,42.89,46.94,"44,290","54,960","74,010","89,210","97,630",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,"2,010",17.2,1.027,0.46,26.05,"54,190",4.5,14.22,19.57,25.55,31.16,40.11,"29,570","40,710","53,140","64,810","83,420",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-9031,Home Appliance Repairers,detailed,270,41.1,0.137,0.64,21.88,"45,520",7.9,10.88,15.98,21.55,27.57,31.25,"22,620","33,230","44,830","57,350","65,000",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-9041,Industrial Machinery Mechanics,detailed,"3,960",8.1,2.026,0.81,28.34,"58,950",1.4,19.76,23.14,27.82,33.15,38.60,"41,100","48,120","57,870","68,940","80,280",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-9043,"Maintenance Workers, Machinery",detailed,350,15.0,0.178,0.32,24.92,"51,840",2.6,15.82,19.63,23.66,30.02,36.80,"32,920","40,830","49,210","62,440","76,540",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-9044,Millwrights,detailed,570,29.8,0.291,0.96,25.89,"53,840",7.6,16.48,18.95,23.65,30.27,41.83,"34,270","39,420","49,190","62,960","87,010",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-9051,Electrical Power-Line Installers and Repairers,detailed,"1,280",12.0,0.653,0.82,38.47,"80,010",2.5,26.28,32.40,39.38,45.67,49.46,"54,670","67,390","81,910","94,990","102,870",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-9052,Telecommunications Line Installers and Repairers,detailed,"1,210",22.7,0.619,0.76,21.75,"45,230",6.0,13.39,15.39,18.74,26.72,33.30,"27,840","32,010","38,970","55,580","69,260",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-9062,Medical Equipment Repairers,detailed,560,12.8,0.286,0.90,31.37,"65,260",2.7,20.24,24.37,32.11,37.31,42.67,"42,090","50,680","66,780","77,610","88,740",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,150,30.0,0.074,0.98,28.51,"59,310",3.1,20.95,25.53,28.26,30.83,37.16,"43,580","53,090","58,780","64,120","77,290",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-9071,"Maintenance and Repair Workers, General",detailed,"14,960",3.2,7.647,0.80,22.50,"46,810",0.8,14.20,17.49,21.94,27.28,31.16,"29,530","36,370","45,640","56,740","64,800",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,310,30.4,0.157,0.69,18.18,"37,820",8.5,9.90,11.73,15.69,24.81,29.63,"20,590","24,400","32,640","51,600","61,620",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-9094,Locksmiths and Safe Repairers,detailed,140,31.4,0.072,0.61,21.37,"44,460",10.1,13.09,17.71,21.98,25.52,29.14,"27,230","36,840","45,710","53,070","60,610",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-9096,Riggers,detailed,140,34.1,0.070,0.48,33.55,"69,780",6.9,17.70,23.09,36.84,43.40,47.22,"36,820","48,030","76,640","90,280","98,220",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,770,13.4,0.394,0.54,16.92,"35,180",4.8,9.73,11.26,15.01,21.41,27.34,"20,240","23,420","31,220","44,530","56,860",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,"1,930",21.1,0.986,0.91,22.09,"45,950",2.5,14.27,16.60,20.56,27.25,31.62,"29,690","34,520","42,770","56,680","65,760",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-0000,Production Occupations,major,"131,820",2.2,67.380,1.07,20.14,"41,900",0.7,12.11,14.60,18.60,24.32,30.28,"25,180","30,370","38,680","50,580","62,980",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-1011,First-Line Supervisors of Production and Operating Workers,detailed,"7,130",3.7,3.646,0.85,32.36,"67,320",1.3,20.48,25.63,31.24,38.29,46.51,"42,610","53,300","64,990","79,650","96,730",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-2021,"Coil Winders, Tapers, and Finishers",detailed,**,**,**,**,16.39,"34,080",5.0,11.03,12.69,15.79,19.04,23.30,"22,930","26,400","32,830","39,600","48,460",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,"7,480",7.3,3.825,2.01,17.80,"37,030",1.3,12.77,14.78,17.37,20.43,24.21,"26,560","30,740","36,120","42,500","50,360",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-2031,Engine and Other Machine Assemblers,detailed,360,18.0,0.186,0.56,*,*,*,*,*,*,*,*,*,*,*,*,*,,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-2041,Structural Metal Fabricators and Fitters,detailed,480,20.2,0.244,0.46,21.20,"44,100",2.0,13.85,16.53,20.49,25.89,29.54,"28,810","34,380","42,620","53,850","61,450",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-2091,Fiberglass Laminators and Fabricators,detailed,30,6.6,0.016,0.11,16.21,"33,720",5.7,12.96,13.71,14.95,19.01,22.28,"26,950","28,510","31,100","39,550","46,350",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-2098,"Assemblers and Fabricators, All Other, Including Team Assemblers",detailed,"20,430",5.6,10.443,1.12,16.51,"34,350",1.5,11.04,12.97,15.67,19.08,23.45,"22,960","26,980","32,590","39,690","48,780",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-3011,Bakers,detailed,"1,570",11.3,0.805,0.65,15.72,"32,690",1.7,11.97,13.06,14.86,17.93,21.47,"24,900","27,170","30,910","37,290","44,650",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-3021,Butchers and Meat Cutters,detailed,"1,180",17.1,0.603,0.65,19.31,"40,150",3.6,11.21,15.63,18.69,24.03,28.06,"23,320","32,520","38,880","49,980","58,360",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,170,32.9,0.084,0.08,14.60,"30,370",4.2,10.15,11.66,14.73,17.41,19.13,"21,100","24,260","30,640","36,220","39,800",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-3023,Slaughterers and Meat Packers,detailed,350,24.4,0.178,0.34,14.23,"29,590",3.5,9.99,11.51,13.39,16.12,20.68,"20,770","23,950","27,850","33,530","43,020",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,190,15.1,0.095,0.65,15.64,"32,530",3.3,10.90,13.02,15.80,18.13,20.47,"22,660","27,090","32,860","37,720","42,580",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-3092,Food Batchmakers,detailed,"3,010",14.0,1.537,1.39,16.62,"34,560",3.2,12.08,13.38,15.78,19.74,22.94,"25,130","27,830","32,830","41,050","47,720",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-3093,Food Cooking Machine Operators and Tenders,detailed,210,19.4,0.105,0.47,16.70,"34,730",4.8,11.10,12.85,15.22,20.19,23.75,"23,090","26,720","31,670","41,990","49,400",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-3099,"Food Processing Workers, All Other",detailed,270,17.2,0.137,0.46,13.71,"28,510",3.0,10.03,11.07,12.69,14.56,18.76,"20,870","23,020","26,400","30,290","39,030",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",detailed,"2,290",9.7,1.171,1.14,23.56,"49,010",2.0,15.63,18.30,23.07,28.63,33.42,"32,520","38,060","47,980","59,560","69,520",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",detailed,510,9.5,0.259,1.58,30.52,"63,480",2.5,21.27,26.38,29.98,35.69,40.31,"44,240","54,880","62,350","74,240","83,840",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"1,190",15.0,0.607,1.16,20.36,"42,340",4.0,12.85,15.79,19.20,24.01,30.16,"26,730","32,840","39,930","49,940","62,730",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,490,20.2,0.252,1.37,18.39,"38,240",4.0,13.92,15.89,17.63,19.43,25.62,"28,960","33,050","36,680","40,410","53,290",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"4,150",10.4,2.122,1.65,21.36,"44,430",2.4,14.15,17.34,21.42,25.76,29.24,"29,430","36,060","44,550","53,580","60,820",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,110,28.3,0.054,0.69,19.13,"39,790",4.9,13.50,15.34,18.91,22.75,24.88,"28,090","31,910","39,320","47,330","51,740",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,"1,780",13.8,0.908,1.83,18.53,"38,550",1.9,13.06,15.10,17.75,21.74,25.98,"27,160","31,400","36,930","45,230","54,030",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,210,17.4,0.108,0.53,21.01,"43,710",3.2,14.92,16.93,20.06,23.78,29.83,"31,040","35,210","41,730","49,460","62,050",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,140,9.0,0.070,0.52,21.31,"44,330",2.7,15.56,18.06,21.40,24.22,28.05,"32,360","37,560","44,500","50,370","58,350",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-4041,Machinists,detailed,"9,240",6.8,4.722,1.78,24.81,"51,610",1.7,16.49,20.15,24.97,29.38,33.55,"34,290","41,920","51,940","61,110","69,780",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-4051,Metal-Refining Furnace Operators and Tenders,detailed,290,24.6,0.149,1.22,21.19,"44,070",2.2,16.46,19.58,21.66,23.67,24.98,"34,230","40,730","45,040","49,230","51,950",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-4052,"Pourers and Casters, Metal",detailed,180,42.5,0.093,1.72,16.22,"33,740",2.9,12.95,14.59,16.52,18.14,19.12,"26,930","30,350","34,370","37,720","39,770",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-4071,Foundry Mold and Coremakers,detailed,170,20.9,0.089,0.82,21.26,"44,210",6.4,16.01,17.15,19.05,24.44,29.71,"33,290","35,670","39,620","50,840","61,810",,
MN,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,"2,850",10.5,1.455,1.28,18.82,"39,140",4.2,11.55,13.94,17.49,22.96,29.03,"24,030","29,000","36,380","47,750","60,390",,
